464630,358760,5612,"OPTN","part of speech","noun"
464634,358760,5612,"OPTN","part of speech","noun"
184779,358760,5612,"OPTN","part of speech","noun"
184855,358760,5612,"OPTN","part of speech","noun"
1017525,358760,5612,"OPTN","part of speech","noun"
184982,358760,5612,"OPTN","part of speech","noun"
185119,358760,5612,"OPTN","part of speech","noun"
185141,358760,5612,"OPTN","part of speech","noun"
185187,358760,5612,"OPTN","part of speech","noun"
185210,358760,5612,"OPTN","part of speech","noun"
185324,358760,5612,"OPTN","part of speech","noun"
185368,358760,5612,"OPTN","part of speech","noun"
185433,358760,5612,"OPTN","part of speech","noun"
185499,358760,5612,"OPTN","part of speech","noun"
185537,358760,5612,"OPTN","part of speech","noun"
185647,358760,5612,"OPTN","part of speech","noun"
185670,358760,5612,"OPTN","part of speech","noun"
185716,358760,5612,"OPTN","part of speech","noun"
471323,358760,5612,"OPTN","part of speech","noun"
471322,358760,5612,"OPTN","part of speech","noun"
185833,358760,5612,"OPTN","part of speech","noun"
185899,358760,5612,"OPTN","part of speech","noun"
185924,358760,5612,"OPTN","part of speech","noun"
497094,358760,5612,"OPTN","part of speech","noun"
186017,358760,5612,"OPTN","part of speech","noun"
186039,358760,5612,"OPTN","part of speech","noun"
186125,358760,5612,"OPTN","part of speech","noun"
186169,358760,5612,"OPTN","part of speech","noun"
186213,358760,5612,"OPTN","part of speech","noun"
499135,358760,5612,"OPTN","part of speech","noun"
499133,358760,5612,"OPTN","part of speech","noun"
186235,358760,5995,"OPTN","part of speech","name"
186280,358760,5612,"OPTN","part of speech","noun"
186323,358760,5612,"OPTN","part of speech","noun"
186346,358760,5612,"OPTN","part of speech","noun"
186395,358760,5612,"OPTN","part of speech","noun"
498831,358760,5612,"OPTN","part of speech","noun"
186462,358760,5612,"OPTN","part of speech","noun"
186905,358760,5612,"OPTN","part of speech","noun"
186927,358760,5612,"OPTN","part of speech","noun"
186949,358760,5612,"OPTN","part of speech","noun"
186971,358760,5612,"OPTN","part of speech","noun"
187018,358760,5612,"OPTN","part of speech","noun"
187046,358760,5612,"OPTN","part of speech","noun"
497548,358760,5612,"OPTN","part of speech","noun"
187068,358760,5612,"OPTN","part of speech","noun"
187182,358760,5612,"OPTN","part of speech","noun"
187203,358760,5612,"OPTN","part of speech","noun"
187401,358760,5612,"OPTN","part of speech","noun"
187491,358760,5612,"OPTN","part of speech","noun"
187513,358760,5612,"OPTN","part of speech","noun"
187535,358760,5612,"OPTN","part of speech","noun"
849922,358760,5612,"OPTN","part of speech","noun"
187557,358760,5612,"OPTN","part of speech","noun"
187694,358760,5612,"OPTN","part of speech","noun"
852627,358760,5612,"OPTN","part of speech","noun"
852625,358760,5612,"OPTN","part of speech","noun"
852628,358760,5612,"OPTN","part of speech","noun"
187758,358760,5612,"OPTN","part of speech","noun"
187781,358760,5612,"OPTN","part of speech","noun"
187803,358760,5612,"OPTN","part of speech","noun"
497472,358760,5612,"OPTN","part of speech","noun"
497484,358760,5612,"OPTN","part of speech","noun"
187847,358760,5612,"OPTN","part of speech","noun"
187870,358760,5612,"OPTN","part of speech","noun"
492337,358760,5612,"OPTN","part of speech","noun"
492336,358760,5612,"OPTN","part of speech","noun"
187894,358760,5612,"OPTN","part of speech","noun"
187938,358760,5612,"OPTN","part of speech","noun"
187960,358760,5612,"OPTN","part of speech","noun"
188108,358760,5612,"OPTN","part of speech","noun"
188083,358760,5612,"OPTN","part of speech","noun"
188109,358760,5612,"OPTN","part of speech","noun"
188131,358760,5612,"OPTN","part of speech","noun"
188154,358760,5612,"OPTN","part of speech","noun"
188176,358760,5612,"OPTN","part of speech","noun"
188198,358760,5612,"OPTN","part of speech","noun"
188221,358760,5612,"OPTN","part of speech","noun"
188243,358760,5612,"OPTN","part of speech","noun"
188267,358760,5612,"OPTN","part of speech","noun"
188289,358760,5612,"OPTN","part of speech","noun"
188419,358760,5612,"OPTN","part of speech","noun"
188464,358760,5612,"OPTN","part of speech","noun"
188509,358760,5612,"OPTN","part of speech","noun"
188533,358760,5612,"OPTN","part of speech","noun"
498873,358760,5612,"OPTN","part of speech","noun"
188555,358760,5612,"OPTN","part of speech","noun"
490653,358760,5612,"OPTN","part of speech","noun"
188976,358760,5612,"OPTN","part of speech","noun"
188997,358760,5612,"OPTN","part of speech","noun"
189085,358760,5612,"OPTN","part of speech","noun"
189129,358760,5612,"OPTN","part of speech","noun"
189173,358760,5612,"OPTN","part of speech","noun"
189217,358760,5612,"OPTN","part of speech","noun"
189334,358760,5612,"OPTN","part of speech","noun"
189357,358760,5612,"OPTN","part of speech","noun"
189379,358760,6100,"OPTN","part of speech","verb"
189490,358760,5612,"OPTN","part of speech","noun"
614256,358760,5612,"OPTN","part of speech","noun"
189512,358760,5612,"OPTN","part of speech","noun"
189534,358760,5612,"OPTN","part of speech","noun"
189600,358760,5612,"OPTN","part of speech","noun"
189667,358760,5612,"OPTN","part of speech","noun"
189689,358760,5612,"OPTN","part of speech","noun"
189755,358760,5612,"OPTN","part of speech","noun"
988604,358760,5612,"OPTN","part of speech","noun"
189819,358760,5612,"OPTN","part of speech","noun"
189862,358760,5612,"OPTN","part of speech","noun"
189884,358760,5612,"OPTN","part of speech","noun"
189928,358760,5612,"OPTN","part of speech","noun"
189972,358760,5612,"OPTN","part of speech","noun"
845892,358760,5612,"OPTN","part of speech","noun"
845898,358760,5612,"OPTN","part of speech","noun"
189994,358760,5612,"OPTN","part of speech","noun"
190015,358760,5612,"OPTN","part of speech","noun"
190058,358760,5612,"OPTN","part of speech","noun"
190192,358760,5612,"OPTN","part of speech","noun"
1158720,358760,5612,"OPTN","part of speech","noun"
190305,358760,5612,"OPTN","part of speech","noun"
190349,358760,5612,"OPTN","part of speech","noun"
190372,358760,5612,"OPTN","part of speech","noun"
190395,358760,5612,"OPTN","part of speech","noun"
190423,358760,5612,"OPTN","part of speech","noun"
190445,358760,5612,"OPTN","part of speech","noun"
190490,358760,5612,"OPTN","part of speech","noun"
190564,358760,5612,"OPTN","part of speech","noun"
190586,358760,5612,"OPTN","part of speech","noun"
190610,358760,5612,"OPTN","part of speech","noun"
190654,358760,5612,"OPTN","part of speech","noun"
190676,358760,5612,"OPTN","part of speech","noun"
190698,358760,5612,"OPTN","part of speech","noun"
190720,358760,5612,"OPTN","part of speech","noun"
191060,358760,5612,"OPTN","part of speech","noun"
191084,358760,5612,"OPTN","part of speech","noun"
191129,358760,5612,"OPTN","part of speech","noun"
191222,358760,5612,"OPTN","part of speech","noun"
191287,358760,5612,"OPTN","part of speech","noun"
191334,358760,5612,"OPTN","part of speech","noun"
191353,358760,5612,"OPTN","part of speech","noun"
191379,358760,5612,"OPTN","part of speech","noun"
191401,358760,5612,"OPTN","part of speech","noun"
885458,358760,5612,"OPTN","part of speech","noun"
191516,358760,5612,"OPTN","part of speech","noun"
191561,358760,5612,"OPTN","part of speech","noun"
191605,1045532,762523,"OPTN","grammatical property","singulare tantum"
191605,358760,5612,"OPTN","part of speech","noun"
191629,358760,5612,"OPTN","part of speech","noun"
191785,358760,5612,"OPTN","part of speech","noun"
191829,358760,5612,"OPTN","part of speech","noun"
191855,358760,5612,"OPTN","part of speech","noun"
191877,358760,5612,"OPTN","part of speech","noun"
191920,358760,5612,"OPTN","part of speech","noun"
191942,358760,5612,"OPTN","part of speech","noun"
992564,358760,5612,"OPTN","part of speech","noun"
192140,358760,5612,"OPTN","part of speech","noun"
192184,358760,5612,"OPTN","part of speech","noun"
850716,358760,5612,"OPTN","part of speech","noun"
192209,358760,5612,"OPTN","part of speech","noun"
192253,358760,5612,"OPTN","part of speech","noun"
468827,358760,5612,"OPTN","part of speech","noun"
1157721,358760,5612,"OPTN","part of speech","noun"
192276,358760,5612,"OPTN","part of speech","noun"
192298,358760,5612,"OPTN","part of speech","noun"
851032,358760,5612,"OPTN","part of speech","noun"
192347,358760,5612,"OPTN","part of speech","noun"
192525,358760,5612,"OPTN","part of speech","noun"
192591,358760,5612,"OPTN","part of speech","noun"
192684,358760,5612,"OPTN","part of speech","noun"
192725,358760,5612,"OPTN","part of speech","noun"
192769,358760,5612,"OPTN","part of speech","noun"
1457609,358760,5612,"OPTN","part of speech","noun"
192968,358760,5612,"OPTN","part of speech","noun"
193234,358760,5612,"OPTN","part of speech","noun"
193256,358760,5612,"OPTN","part of speech","noun"
193306,358760,5612,"OPTN","part of speech","noun"
193350,358760,5612,"OPTN","part of speech","noun"
193374,358760,5612,"OPTN","part of speech","noun"
193484,358760,5612,"OPTN","part of speech","noun"
193550,358760,5612,"OPTN","part of speech","noun"
193594,358760,5612,"OPTN","part of speech","noun"
193616,358760,5612,"OPTN","part of speech","noun"
193648,358760,5612,"OPTN","part of speech","noun"
193670,358760,5612,"OPTN","part of speech","noun"
193694,358760,5612,"OPTN","part of speech","noun"
193716,358760,5612,"OPTN","part of speech","noun"
193738,358760,5612,"OPTN","part of speech","noun"
193760,358760,5612,"OPTN","part of speech","noun"
1142448,358760,5612,"OPTN","part of speech","noun"
193826,358760,5612,"OPTN","part of speech","noun"
193885,358760,5612,"OPTN","part of speech","noun"
